public_id,url,name,name_kana,name_romaji,brewery_id,brewery_name,brewery_name_romaji,brewery_url,brewery_website,category,rice,polishing_ratio_pct,abv_pct,sake_meter_value,acidity,yeast,water_source,starter_method,pressing_filtration,pasteurization,milling_tech,has_gas,aroma_type,acidity_type,taste_sweet_dry,taste_acidity,taste_umami,taste_aroma,taste_body,taste_finish,taste_drinkability,volumes_ml,brewery_confirmed_spec,brewery_confirmed_taste,updated_at
892,https://find-sake.me/sake/892,獅子の里 純米吟醸 旬,ししのさと じゅんまいぎんじょう しゅん,Shishi-no-sato Junmai Ginjo Shun,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米吟醸,山田錦,55,14,-3,,金沢酵母,白山・手取川水系,,,,,,A:メロン・白桃系,中庸・バランス系,1,2,4,2,3,3,5,720,false,false,2026-08-20
657,https://find-sake.me/sake/657,獅子の里 純米吟醸 無垢,ししのさと じゅんまいぎんじょう むく,Shishi-no-sato Junmai Ginjo Muku,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米吟醸,八反錦（広島県産）,60,16,-1,1.8,金沢酵母,山中温泉の超軟水（医王寺湧水）,,しぼりたて,生酒,,,C:バナナ系,中庸・バランス系,2,4,3,4,3,4,4,720;1800,false,false,2026-09-05
45818,https://find-sake.me/sake/45818,獅子の里 純米吟醸 無垢 おりがらみ生酒,ししのさと じゅんまいぎんじょう むく おりがらみなまざけ,Shishi-no-sato Junmai Ginjo Muku Origarami Namazake,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米吟醸,八反錦（広島県産）,60,16,-1,1.7,金沢酵母,山中温泉の超軟水（医王寺湧水）,,おりがらみ,生酒,,true,C:バナナ系,中庸・バランス系,2,4,3,4,4,4,4,720;1800,false,false,2026-09-05
6189,https://find-sake.me/sake/6189,獅子の里 純米吟醸 糀 オリゼー 無ろ過生酒,ししのさと じゅんまいぎんじょう こうじ おりぜー むろかなまざけ,Shishi-no-sato Junmai Ginjo Koji Oryzae Muroka Namazake,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米吟醸,糀米：雄町、掛米：山田錦,55,15,,,,山中温泉の超軟水（医王寺湧水）,,無濾過,生酒,,,A:メロン・白桃系,中庸・バランス系,3,4,4,3,4,3,3,720;1800,false,false,2026-09-05
29690,https://find-sake.me/sake/29690,獅子の里 純米吟醸 絆 ひやおろし,ししのさと じゅんまいぎんじょう きずな ひやおろし,Shishi-no-sato Junmai Ginjo Kizuna Hiyaoroshi,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米吟醸,,60,16,3,,,,,,ひやおろし（生詰め）,,,D:熟成系,中庸・バランス系,4,3,4,2,3,4,4,720,false,false,2026-09-22
48660,https://find-sake.me/sake/48660,獅子の里 純米吟醸 絆 生酒,ししのさと じゅんまいぎんじょう きずな なまざけ,Shishi-no-sato Junmai Ginjo Kizuna Namazake,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米吟醸,百万石乃白（石川県加賀市産）,60,16,-1,,,山中温泉の超軟水（医王寺湧水）,,,生酒,,,B:青リンゴ・レモン系,中庸・バランス系,3,3,3,3,3,4,4,720;1800,false,false,2026-09-05
5515,https://find-sake.me/sake/5515,獅子の里 純米吟醸 絆 秋あがり,ししのさと じゅんまいぎんじょう きずな あきあがり,Shishi-no-sato Junmai Ginjo Kizuna Akiagari,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米吟醸,百万石乃白（石川県産）,60,16,-1,,金沢酵母,山中温泉の超軟水（医王寺湧水）,,,秋あがり,,,D:熟成系,中庸・バランス系,2,3,4,4,3,4,4,720;1800,false,false,2026-09-05
50390,https://find-sake.me/sake/50390,獅子の里 純米吟醸 酒未来,ししのさと じゅんまいぎんじょう さけみらい,Shishi-no-sato Junmai Ginjo Sake Mirai,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米吟醸,酒未来,55,16,1,1.6,金沢酵母,能登水系,,,,,,B:青リンゴ・レモン系,中庸・バランス系,4,3,3,3,3,4,5,720;1800,false,false,2026-09-07
63166,https://find-sake.me/sake/63166,獅子の里 純米吟醸 酒未来 おりがらみ生酒,ししのさと じゅんまいぎんじょう さけみらい おりがらみなまざけ,Shishi-no-sato Junmai Ginjo Sake Mirai Origarami Namazake,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米吟醸,酒未来（山形県産100%）,55,16,-3,,金沢酵母,白山・手取川水系,,おりがらみ,生酒,,true,A:メロン・白桃系,爽快・リンゴ酸系,1,4,4,3,4,4,4,720,false,false,2026-09-06
28635,https://find-sake.me/sake/28635,獅子の里 純米大吟醸,ししのさと じゅんまいだいぎんじょう,Shishi-no-sato Junmai Daiginjo,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米大吟醸,山田錦100%（兵庫県産）,40,16,3,,,,,,,,,,中庸・バランス系,3,3,3,4,3,3,4,720,false,false,2026-08-30
12426,https://find-sake.me/sake/12426,獅子の里 純米大吟醸 凛,ししのさと じゅんまいだいぎんじょう りん,Shishi-no-sato Junmai Daiginjo Rin,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米大吟醸,愛山,50,15,,,明利酵母,能登水系,,,,,,A:メロン・白桃系,爽快・リンゴ酸系,2,3,3,5,2,4,5,720;1800,false,false,2026-08-20
15950,https://find-sake.me/sake/15950,獅子の里 純米酒,ししのさと じゅんまいしゅ,Shishi-no-sato Junmaishu,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米酒,出羽燦々,65,15,,,,能登水系,,,,,,E:穀物・ふくよか系,中庸・バランス系,4,3,4,2,3,4,5,720,false,false,2026-08-20
34817,https://find-sake.me/sake/34817,獅子の里 超辛純米酒,ししのさと ちょうからじゅんまいしゅ,Shishi-no-sato Chokara Junmaishu,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米,,65,16,,,,,,,,,,C:バナナ系,爽快・リンゴ酸系,5,4,3,3,2,5,4,720;1800,false,false,2026-09-07
15956,https://find-sake.me/sake/15956,獅子の里 超辛純米酒 秋あがり,ししのさと ちょうからじゅんまいしゅ あきあがり,Shishi-no-sato Chokara Junmaishu Akiagari,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米,糀米：八反錦（広島県産）、掛米：石川門（石川県産）,65,18,10,1.8,熊本酵母（KA-4）,,,,秋あがり、原酒,,,D:熟成系,中庸・バランス系,5,4,4,3,5,5,2,720;1800,false,false,2026-09-07
63572,https://find-sake.me/sake/63572,獅子の里 鮮 純米吟醸 生酒 微発泡性,ししのさと せん じゅんまいぎんじょう なまざけ びはっぽうせい,Shishi-no-sato Sen Junmai Ginjo Namazake Bihapposei,10016,松浦酒造有限会社,Matsuura Shuzo,https://find-sake.me/brewery/10016,https://shishinosato.com/,純米吟醸,山田錦,50,13,,,,,,にごり,生酒,,true,,爽快・リンゴ酸系,2,4,4,3,3,4,5,375,false,false,2026-08-20
52850,https://find-sake.me/sake/52850,瑞秀 中汲み囲い 特別栽培米 契約栽培 山田錦 純米大吟醸,みずほ なかぐみがこい とくべつさいばいまい けいやくさいばい やまだにしき じゅんまいだいぎんじょう,Mizuho Nakagumi-gakoi Tokubetsu Saibaimai Keiyaku Saibai Yamada Nishiki Junmai Daiginjo,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,純米大吟醸,山田錦,40,16,6,1.5,,,,中取り,原酒,,,A:メロン・白桃系,中庸・バランス系,4,4,3,4,5,4,4,720,false,false,2026-08-20
53440,https://find-sake.me/sake/53440,瑞秀 中汲み囲い 秘蔵 特別栽培米 契約栽培 山田錦 純米大吟醸,みずほ なかぐみがこい ひぞう とくべつさいばいまい けいやくさいばい やまだにしき じゅんまいだいぎんじょう,Mizuho Nakagumi-gakoi Hizo Tokubetsu Saibaimai Keiyaku Saibai Yamada Nishiki Junmai Daiginjo,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,純米大吟醸,山田錦,40,16,5,1.5,,白山・手取川水系,,中取り,原酒,,,D:熟成系,中庸・バランス系,3,4,4,5,5,4,4,720,false,false,2026-08-20
27158,https://find-sake.me/sake/27158,瑞秀 中汲み囲い 粒撰 有機栽培米 契約栽培 山廃仕込 山田錦 純米大吟醸,みずほ なかぐみがこい つぶより ゆうきさいばいまい けいやくさいばい やまはいじこみ やまだにしき じゅんまいだいぎんじょう,Mizuho Nakagumi-gakoi Tsubuyori Yuki Saibaimai Keiyaku Saibai Yamahai Jikomi Yamada Nishiki Junmai Daiginjo,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,純米大吟醸,山田錦,40,16,11,1.1,,白山・手取川水系,山廃仕込み,中取り,原酒,,,A:メロン・白桃系,重厚・乳酸系,4,4,5,5,5,3,3,720,false,false,2026-08-20
51895,https://find-sake.me/sake/51895,瑞秀 中汲み囲い 粒撰 特別契約栽培 穂先米 粒撰 山廃仕込 山田錦 純米大吟醸,みずほ なかぐみがこい つぶより とくべつけいやくさいばい ほさきまい つぶより やまはいじこみ やまだにしき じゅんまいだいぎんじょう,Mizuho Nakagumi-gakoi Tsubuyori Tokubetsu Keiyaku Saibai Hosakimai Tsubuyori Yamahai Jikomi Yamada Nishiki Junmai Daiginjo,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,純米大吟醸,山田錦,40,16,5,1.9,,白山・手取川水系,山廃仕込み,中取り,,,,A:メロン・白桃系,重厚・乳酸系,3,5,5,5,5,4,3,720,false,false,2026-08-20
18168,https://find-sake.me/sake/18168,町野川 本醸造,まちのがわ ほんじょうぞう,Machinogawa Honjozo,10029,中納酒造株式会社,Chuno Shuzo,https://find-sake.me/brewery/10029,,本醸造,,,,,,,能登水系,,,,,,E:穀物・ふくよか系,中庸・バランス系,3,3,2,2,2,4,4,,false,false,2026-08-20
52302,https://find-sake.me/sake/52302,百々登勢 三十年 長期熟成 純米酒,ももとせ さんじゅうねん ちょうきじゅくせい じゅんまいしゅ,Momotose Sanjunen Choki Jukusei Junmaishu,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,純米酒,国産米100%,65,18,-4,1.9,,白山・手取川水系,熟成古酒,,原酒,,,D:熟成系,重厚・乳酸系,3,5,5,2,5,1,1,720,false,false,2026-08-20
64294,https://find-sake.me/sake/64294,百々登勢 二十年 長期熟成 純米酒,ももとせ にじゅうねん ちょうきじゅくせい じゅんまいしゅ,Momotose Nijunen Choki Jukusei Junmaishu,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,純米酒,山田錦、五百万石,70,17,3,1.8,,白山・手取川水系,熟成古酒,,古酒,,,D:熟成系,重厚・乳酸系,4,5,5,3,5,2,2,500,false,false,2026-08-20
960,https://find-sake.me/sake/960,百々登勢 五年 長期熟成 純米酒,ももとせ ごねん ちょうきじゅくせい じゅんまいしゅ,Momotose Gonen Choki Jukusei Junmaishu,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,純米酒,国産米100%,65,17,5,1.6,,白山・手取川水系,熟成古酒,,原酒,,,D:熟成系,重厚・乳酸系,4,4,5,4,5,3,2,720,false,false,2026-08-20
38008,https://find-sake.me/sake/38008,百々登勢 十年 長期熟成 純米酒,ももとせ じゅうねん ちょうきじゅくせい じゅんまいしゅ,Momotose Junen Choki Jukusei Junmaishu,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,純米酒,国産米,65,17,-3,2,,,熟成古酒,,,,,,,3,5,5,4,5,2,2,720,false,false,2026-08-20
51478,https://find-sake.me/sake/51478,百石酒屋のおやじの手造り,ひゃっこくさかやのおやじのてづくり,Hyakkokusakaya no Oyaji no Tezukuri,10027,合名会社中島酒造店,Nakajima Shuzoten,https://find-sake.me/brewery/10027,https://www.notosuehiro.com/,純米吟醸,五百万石94%（山田錦6%）,50,17,,,金沢酵母,能登水系,,,,,,C:バナナ系,中庸・バランス系,4,3,4,4,4,4,3,720;1800,false,false,2026-08-20
44936,https://find-sake.me/sake/44936,真艫 本醸造 原酒,まとも ほんじょうぞう げんしゅ,Matomo Honjozo Genshu,10034,橋本酒造株式会社,Hashimoto Shuzo,https://find-sake.me/brewery/10034,https://judaime.com/,本醸造,五百万石,55,18.5,4,1.7,,,,木槽酒袋しぼり（袋搾り）,原酒,,,,中庸・バランス系,4,4,3,2,5,5,2,720;1800,false,false,2026-09-04
59577,https://find-sake.me/sake/59577,神泉 スプリングオブゴット 純米吟醸,しんせん すぷりんぐおぶごっど じゅんまいぎんじょう,Shinsen Spring of God Junmai Ginjo,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米吟醸,石川門,60,13,,,,白山・手取川水系,,,原酒,,,B:青リンゴ・レモン系,爽快・リンゴ酸系,3,4,2,3,3,5,5,720,true,true,2026-08-20
17229,https://find-sake.me/sake/17229,神泉 フィーチャリング能登末廣 純米吟醸,しんせん ふぃーちゃりんぐのとすえひろ じゅんまいぎんじょう,Shinsen featuring Noto Suehiro Junmai Ginjo,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米吟醸,五百万石等,60,15,,,金沢酵母＋末廣酵母,白山・手取川水系,,,,,,A:メロン・白桃系,中庸・バランス系,2,3,4,4,4,3,4,720,true,true,2026-08-20
7894,https://find-sake.me/sake/7894,神泉 吟醸本生,しんせん ぎんじょうほんなま,Shinsen Ginjo Honnama,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,吟醸酒,五百万石,60,15,5,,協会9号酵母,白山・手取川水系,,,生酒,,,B:青リンゴ・レモン系,爽快・リンゴ酸系,4,3,3,4,3,4,5,300,true,true,2026-08-20
27567,https://find-sake.me/sake/27567,神泉 吟醸酒,しんせん ぎんじょうしゅ,Shinsen Ginjoshu,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,吟醸酒,五百万石,60,15,,,協会9号酵母,白山・手取川水系,,,,,,A:メロン・白桃系,爽快・リンゴ酸系,4,3,2,3,2,4,3,300;720,true,true,2026-08-20
60552,https://find-sake.me/sake/60552,神泉 大吟醸,しんせん だいぎんじょう,Shinsen Daiginjo,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,大吟醸,山田錦（兵庫県産）,40,17,1,1.5,金沢酵母,白山・手取川水系,,,,,,A:メロン・白桃系,中庸・バランス系,4,3,4,4,4,2,3,300;720;1800,true,true,2026-08-20
2302,https://find-sake.me/sake/2302,神泉 懐石酒 回,しんせん かいせきしゅ かい,Shinsen Kaisekishu Kai,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,本醸造,五百万石,70,15,,,,,熟成古酒,,,,,,,3,3,5,3,3,4,2,720,true,true,2026-08-20
64999,https://find-sake.me/sake/64999,神泉 本醸造ひやおろし,しんせん ほんじょうぞうひやおろし,Shinsen Honjozo Hiyaoroshi,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,本醸造,五百万石,70,19,,,,白山・手取川水系,,無濾過,ひやおろし、原酒,,,D:熟成系,中庸・バランス系,3,2,4,2,5,2,2,720;1800,true,true,2026-08-20
601,https://find-sake.me/sake/601,神泉 無濾過生原酒 神泉大吟醸 黒ラベル,しんせん むろかなまげんしゅ しんせんだいぎんじょう くろらべる,Shinsen Muroka Nama Genshu Shinsen Daiginjo Kuro Label,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,大吟醸,山田錦,40,17,,,,白山・手取川水系,,無濾過,生酒、原酒,,,A:メロン・白桃系,中庸・バランス系,3,3,4,4,5,2,3,720,true,true,2026-08-20
12890,https://find-sake.me/sake/12890,神泉 無濾過生酒 純米大吟醸,しんせん むろかなまざけ じゅんまいだいぎんじょう,Shinsen Muroka Namazake Junmai Daiginjo,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米大吟醸,山田錦,50,15,,,,白山・手取川水系,,無濾過生,生酒,,,A:メロン・白桃系,中庸・バランス系,3,2,4,4,3,4,5,720,true,true,2026-08-20
16488,https://find-sake.me/sake/16488,神泉 純吟乃白 純米吟醸,しんせん じゅんぎんのしろ じゅんまいぎんじょう,Shinsen Jungin-no-shiro Junmai Ginjo,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米吟醸,百万石乃白,55,15,1,,金沢酵母,,,,,,,A:メロン・白桃系,中庸・バランス系,3,3,3,3,3,2,2,300;720;1800,true,true,2026-08-20
52407,https://find-sake.me/sake/52407,神泉 純米吟醸 BLUE LABEL,しんせん じゅんまいぎんじょう ぶるー らべる,Shinsen Junmai Ginjo Blue Label,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米吟醸,山田錦（石川県産）,60,15,4,,金沢酵母,白山・手取川水系,,,,,,B:青リンゴ・レモン系,爽快・リンゴ酸系,4,3,4,4,4,4,4,180;300;720;1800,true,true,2026-08-20
52591,https://find-sake.me/sake/52591,神泉 純米吟醸 夕焼け,しんせん じゅんまいぎんじょう ゆうやけ,Shinsen Junmai Ginjo Yuyake,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米吟醸,五百万石,60,15,,,,白山・手取川水系,,,,,,A:メロン・白桃系,中庸・バランス系,2,3,4,4,4,3,4,720,true,true,2026-08-20
8382,https://find-sake.me/sake/8382,神泉 純米吟醸 旨口,しんせん じゅんまいぎんじょう うまくち,Shinsen Junmai Ginjo Umakuchi,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米吟醸,五百万石、山田錦等,60,14,-10,1.6,金沢酵母,白山・手取川水系,,,,,,A:メロン・白桃系,中庸・バランス系,1,4,4,3,3,4,5,180;300;720;1800,true,true,2026-08-20
9188,https://find-sake.me/sake/9188,神泉 純米吟醸 爽醇,しんせん じゅんまいぎんじょう そうじゅん,Shinsen Junmai Ginjo Sojun,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米吟醸,石川門、五百万石,60,13,,,,白山・手取川水系,,,低アル原酒,,,B:青リンゴ・レモン系,爽快・リンゴ酸系,3,4,2,3,3,5,5,720,true,true,2026-08-20
61580,https://find-sake.me/sake/61580,神泉 純米吟醸 空,しんせん じゅんまいぎんじょう そら,Shinsen Junmai Ginjo Sora,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米吟醸酒,五百万石,60,15,,,,,,,生酒,,,,,4,3,3,3,2,5,5,720,true,true,2026-08-20
51672,https://find-sake.me/sake/51672,神泉 純米吟醸ひやおろし,しんせん じゅんまいぎんじょうひやおろし,Shinsen Junmai Ginjo Hiyaoroshi,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米吟醸,山田錦,60,17,5,,,白山・手取川水系,,,ひやおろし,,,D:熟成系,中庸・バランス系,4,3,4,3,4,4,4,720,true,true,2026-08-20
50921,https://find-sake.me/sake/50921,神泉 純米大吟醸,しんせん じゅんまいだいぎんじょう,Shinsen Junmai Daiginjo,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米大吟醸,山田錦（兵庫県産）,50,17,1,1.6,金沢酵母,白山の伏流水,,,,,,A:メロン・白桃系,中庸・バランス系,3,3,4,4,4,3,3,300;720;1800,true,true,2026-08-20
2508,https://find-sake.me/sake/2508,神泉 純米大吟醸AZALEE,しんせん じゅんまいだいぎんじょうあざれ,Shinsen Junmai Daiginjo Azalee,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米大吟醸,百万石乃白,50,11,,,のとキリシマツツジ酵母,白山・手取川水系,,,,,,A:メロン・白桃系,爽快・リンゴ酸系,1,4,3,3,3,2,5,500,true,true,2026-08-20
43050,https://find-sake.me/sake/43050,神泉 純米大吟醸BLANC,しんせん じゅんまいだいぎんじょうぶらん,Shinsen Junmai Daiginjo Blanc,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米大吟醸,百万石乃白,50,15,,,金沢酵母、のとキリシマツツジ酵母,白山・手取川水系,,,,,,A:メロン・白桃系,爽快・リンゴ酸系,2,4,3,4,2,5,5,720;1800,true,true,2026-08-20
42128,https://find-sake.me/sake/42128,神泉 純米酒,しんせん じゅんまいしゅ,Shinsen Junmaishu,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,純米酒,五百万石,60,15,5,,協会9号酵母,,,,,,,B:青リンゴ・レモン系,中庸・バランス系,4,3,4,3,4,3,4,180;300;720;1800,true,true,2026-08-20
24115,https://find-sake.me/sake/24115,神泉 萬延元年 大吟醸 2000BY 石蔵長期熟成酒,しんせん まんえんがんねん だいぎんじょう 2000びーわい いしぐらちょうきじゅくせいしゅ,Shinsen Man'en Gannen Daiginjo 2000BY Ishigura Choki Jukuseishu,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,大吟醸酒,山田錦,35,17,,,,,熟成古酒,,,,,,,3,3,4,3,4,3,1,720,true,true,2026-08-20
55704,https://find-sake.me/sake/55704,神泉 金賞受賞酒 大吟醸,しんせん きんしょうじゅしょうしゅ だいぎんじょう,Shinsen Kinsho Jushoshu Daiginjo,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,大吟醸酒,山田錦,35,17,,,金沢酵母,,,,,,,,,3,2,3,4,4,4,4,720,true,true,2026-08-20
54254,https://find-sake.me/sake/54254,神泉大吟醸 古酒,しんせんだいぎんじょう こしゅ,Shinsen Daiginjo Koshu,10015,東酒造株式会社,Higashi Shuzo,https://find-sake.me/brewery/10015,http://www.sake-sinsen.co.jp/,大吟醸,山田錦,40,17,,,金沢酵母,白山・手取川水系,,,古酒,,,D:熟成系,中庸・バランス系,4,3,5,4,4,2,3,1800,true,true,2026-08-20
65313,https://find-sake.me/sake/65313,福 金箔入り純米吟醸,ふく きんぱくいりじゅんまいぎんじょう,Fuku Kinpaku-iri Junmai Ginjo,10017,株式会社宮本酒造店,Miyamoto Shuzoten,https://find-sake.me/brewery/10017,http://www.mujou.co.jp/,純米吟醸,五百万石,55,15.5,3,1.6,,,,,,,,A:メロン・白桃系,,3,4,4,4,4,4,4,500,false,false,2026-08-20
10138,https://find-sake.me/sake/10138,福正宗 かがやき金沢 純米吟醸 純金箔入,ふくまさむね かがやきかなざわ じゅんまいぎんじょう じゅんきんぱくいり,Fukumasamune Kagayaki Kanazawa Junmai Ginjo Jun-kinpaku-iri,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,純米吟醸,全量契約栽培米・酒造好適米使用,60,14,7,1.3,,,,,,,,B:青リンゴ・レモン系,中庸・バランス系,4,3,4,4,3,4,5,500,false,false,2026-08-20
24356,https://find-sake.me/sake/24356,福正宗 友白髪 銀ラベル,ふくまさむね ともしらが ぎんらべる,Fukumasamune Tomoshiraga Gin Label,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,特別純米,国産米（契約栽培米・酒造好適米使用（麹米））,36,14,2,1.7,,白山・手取川水系,,,,,,E:穀物・ふくよか系,中庸・バランス系,4,4,4,2,3,3,4,1800,false,false,2026-08-20
20525,https://find-sake.me/sake/20525,福正宗 氷温生貯蔵酒 辛口 ドライ,ふくまさむね ひょうおんなまちょぞうしゅ からくち どらい,Fukumasamune Hyoon Nama Chozoshu Karakuchi Dry,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,純米酒,,70,14,10,1.6,,,,,生貯蔵酒,,,,中庸・バランス系,5,4,4,3,3,4,3,180;300,false,false,2026-09-07
24160,https://find-sake.me/sake/24160,福正宗 氷温貯蔵 生酒 氷室献上 純米大吟醸,ふくまさむね ひょうおんちょぞう なまざけ ひむろけんじょう じゅんまいだいぎんじょう,Fukumasamune Hyoon Chozo Namazake Himuro Kenjo Junmai Daiginjo,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,純米大吟醸,山田錦,50,16,3.2,1.3,,白山・手取川水系,,,生酒 / 氷温貯蔵,,,A:メロン・白桃系,,3,3,4,5,4,4,3,720,false,false,2026-08-20
18395,https://find-sake.me/sake/18395,福正宗 爽快純米 生詰,ふくまさむね そうかいじゅんまい なまづめ,Fukumasamune Sokai Junmai Namazume,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,純米酒,,75,15,3,1.8,,,,,生詰,,,,爽快・リンゴ酸系,4,5,5,1,5,3,3,720;1800,false,false,2026-09-07
2645,https://find-sake.me/sake/2645,福正宗 特別純米 銀ラベル,ふくまさむね とくべつじゅんまい ぎんらべる,Fukumasamune Tokubetsu Junmai Gin Label,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,特別純米酒,,70,14,2,1.7,,,純米吟醸酒混和20%,,,,,,中庸・バランス系,4,4,4,2,3,3,4,180;300;720;1800,false,false,2026-09-07
58328,https://find-sake.me/sake/58328,福正宗 特撰 金ラベル,ふくまさむね とくせん きんらべる,Fukumasamune Tokusen Kin Label,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,純米酒,,60,14,4,1.5,,,,,,,,,中庸・バランス系,4,4,4,3,4,3,4,1800,false,false,2026-08-20
1759,https://find-sake.me/sake/1759,福正宗 純米にごり酒 しろき,ふくまさむね じゅんまいにごりざけ しろき,Fukumasamune Junmai Nigorizake Shiroki,10004,株式会社福光屋,Fukumitsuya,https://find-sake.me/brewery/10004,https://www.fukumitsuya.co.jp/,純米,フクノハナ,65,16,-2,2,,白山・手取川水系,瓶内二次発酵,にごり,,,,B:青リンゴ・レモン系,,3,5,5,2,5,3,2,300;720,false,false,2026-09-07
